PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Latitude	Longitude	Altitude
04679	6607474	9.531628	-1.490092	1.640928	0.010435	-0.007136	-0.004196	-44.147179	-77.051348	-137.397357	39.979146116	116.338928621	47.197965
04680	6607499	9.534405	-1.499679	1.627605	0.007623	-0.013275	-0.003521	-44.150843	-77.053874	-137.392498	39.979146114	116.338928623	47.197721
04681	6607524	9.564766	-1.480376	1.614417	0.008702	-0.008678	-0.001566	-44.153232	-77.055732	-137.388788	39.979146112	116.338928625	47.197478
04682	6607549	9.553826	-1.452803	1.602519	0.003043	-0.016899	-0.004564	-44.158662	-77.058734	-137.382789	39.979146111	116.338928626	47.197235
04683	6607574	9.533189	-1.458249	1.585180	0.002617	-0.013906	-0.003815	-44.163191	-77.061354	-137.377779	39.979146109	116.338928628	47.196992
04684	6607599	9.535929	-1.473349	1.577182	-0.002983	-0.011960	-0.001533	-44.168698	-77.063546	-137.372587	39.979146107	116.338928630	47.196749
04685	6607624	9.513880	-1.487089	1.571767	-0.010179	-0.010568	-0.002158	-44.174354	-77.065657	-137.368300	39.979146106	116.338928632	47.196505
04686	6607649	9.523468	-1.509158	1.583689	-0.012708	-0.015077	-0.002737	-44.182075	-77.068289	-137.362267	39.979146104	116.338928634	47.196261
04687	6607674	9.504110	-1.518861	1.608921	-0.013126	-0.013860	0.002097	-44.191492	-77.070313	-137.354554	39.979146102	116.338928636	47.194283
04688	6607699	9.453116	-1.533990	1.602178	-0.018008	-0.010234	0.002433	-44.200184	-77.071931	-137.348303	39.979146101	116.338928638	47.194036
04689	6607724	9.480624	-1.554630	1.608797	-0.019991	-0.019196	0.005005	-44.214213	-77.074212	-137.336869	39.979146099	116.338928640	47.193790
04690	6607749	9.486177	-1.532600	1.607527	-0.015733	-0.018466	-0.000310	-44.224940	-77.076949	-137.328195	39.979146097	116.338928642	47.193543
04691	6607774	9.490255	-1.531329	1.626164	-0.006711	-0.020462	-0.001997	-44.234494	-77.080059	-137.319400	39.979146096	116.338928643	47.193296
04692	6607799	9.513774	-1.518824	1.596973	-0.002144	-0.020398	-0.001708	-44.243500	-77.083133	-137.310496	39.979146094	116.338928645	47.193048
04693	6607824	9.523385	-1.523026	1.606263	-0.001147	-0.020239	-0.003526	-44.251484	-77.086371	-137.302493	39.979146092	116.338928647	47.192800
04694	6607849	9.527552	-1.533927	1.590263	0.001545	-0.022359	-0.004630	-44.259517	-77.089938	-137.294045	39.979146091	116.338928649	47.192552
04695	6607874	9.538558	-1.510623	1.606299	0.007413	-0.017050	-0.005533	-44.263994	-77.093050	-137.288384	39.979146089	116.338928651	47.189620
04696	6607899	9.541378	-1.520131	1.574343	0.001422	-0.017753	-0.002438	-44.271024	-77.095925	-137.280984	39.979146087	116.338928653	47.189369
